time,x,y,z,yaw,x_des,y_des,z_des,yaw_des
0.30000,0.00000,-3.00000,0.06000,-0.00000,0.00000,0.00000,1.00000,0.00000,
0.34000,0.00000,-3.00000,0.06000,-0.00000,0.00000,0.00000,1.00000,0.00000,
0.37000,0.00000,-2.99997,0.06002,0.00000,0.00000,0.00000,1.00000,0.00000,
0.44000,-0.00000,-2.99978,0.06050,-0.00000,0.00000,0.00000,1.00000,0.00000,
0.47000,-0.00000,-2.99930,0.06260,-0.00005,0.00000,0.00000,1.00000,0.00000,
0.50000,-0.00000,-2.99856,0.06537,-0.00016,0.00000,0.00000,1.00000,0.00000,
0.54000,-0.00001,-2.99383,0.07578,-0.00062,0.00000,0.00000,1.00000,0.00000,
0.60000,-0.00001,-2.98984,0.08178,-0.00080,0.00000,0.00000,1.00000,0.00000,
0.64000,-0.00001,-2.98221,0.09101,-0.00094,0.00000,0.00000,1.00000,0.00000,
0.67000,-0.00002,-2.97464,0.09878,-0.00099,0.00000,0.00000,1.00000,0.00000,
0.70000,-0.00004,-2.95476,0.11633,-0.00107,0.00000,0.00000,1.00000,0.00000,
0.77000,-0.00005,-2.93819,0.12941,-0.00114,0.00000,0.00000,1.00000,0.00000,
0.80000,-0.00007,-2.92418,0.13987,-0.00120,0.00000,0.00000,1.00000,0.00000,
0.84000,-0.00010,-2.90889,0.15083,-0.00125,0.00000,0.00000,1.00000,0.00000,
0.87000,-0.00014,-2.88665,0.16621,-0.00131,0.00000,0.00000,1.00000,0.00000,
0.90000,-0.00018,-2.86864,0.17827,-0.00135,0.00000,0.00000,1.00000,0.00000,
0.94000,-0.00023,-2.84954,0.19076,-0.00138,0.00000,0.00000,1.00000,0.00000,
0.97000,-0.00031,-2.82239,0.20802,-0.00142,0.00000,0.00000,1.00000,0.00000,
1.00000,-0.00039,-2.80081,0.22136,-0.00144,0.00000,0.00000,1.00000,0.00000,
1.04000,-0.00047,-2.77819,0.23501,-0.00147,0.00000,0.00000,1.00000,0.00000,
1.07000,-0.00061,-2.74648,0.25366,-0.00149,0.00000,0.00000,1.00000,0.00000,
1.10000,-0.00076,-2.71306,0.27276,-0.00150,0.00000,0.00000,1.00000,0.00000,
1.14000,-0.00085,-2.69573,0.28246,-0.00151,0.00000,0.00000,1.00000,0.00000,
1.17000,-0.00105,-2.65989,0.30217,-0.00151,0.00000,0.00000,1.00000,0.00000,
1.20000,-0.00121,-2.63203,0.31717,-0.00151,0.00000,0.00000,1.00000,0.00000,
1.24000,-0.00139,-2.60337,0.33234,-0.00150,0.00000,0.00000,1.00000,0.00000,
1.27000,-0.00165,-2.56396,0.35280,-0.00149,0.00000,0.00000,1.00000,0.00000,
1.30000,-0.00186,-2.53356,0.36829,-0.00147,0.00000,0.00000,1.00000,0.00000,
1.34000,-0.00217,-2.49195,0.38909,-0.00145,0.00000,0.00000,1.00000,0.00000,
1.37000,-0.00242,-2.45999,0.40478,-0.00144,0.00000,0.00000,1.00000,0.00000,
1.40000,-0.00268,-2.42741,0.42051,-0.00143,0.00000,0.00000,1.00000,0.00000,
1.44000,-0.00296,-2.39425,0.43627,-0.00142,0.00000,0.00000,1.00000,0.00000,
1.47000,-0.00335,-2.34915,0.45732,-0.00142,0.00000,0.00000,1.00000,0.00000,
1.50000,-0.00365,-2.31470,0.47312,-0.00142,0.00000,0.00000,1.00000,0.00000,
1.54000,-0.00446,-2.22043,0.51515,-0.00139,0.00000,0.00000,1.00000,0.00000,
1.60000,-0.00475,-2.18423,0.53083,-0.00136,0.00000,0.00000,1.00000,0.00000,
1.64000,-0.00495,-2.15987,0.54126,-0.00133,0.00000,0.00000,1.00000,0.00000,
1.67000,-0.00542,-2.09819,0.56719,-0.00123,0.00000,0.00000,1.00000,0.00000,
1.70000,-0.00560,-2.07324,0.57749,-0.00117,0.00000,0.00000,1.00000,0.00000,
1.74000,-0.00589,-2.03556,0.59287,-0.00106,0.00000,0.00000,1.00000,0.00000,
1.77000,-0.00630,-1.98493,0.61321,-0.00091,0.00000,0.00000,1.00000,0.00000,
1.80000,-0.00666,-1.94674,0.62833,-0.00079,0.00000,0.00000,1.00000,0.00000,
1.84000,-0.00708,-1.90845,0.64333,-0.00068,0.00000,0.00000,1.00000,0.00000,
1.87000,-0.00778,-1.85738,0.66316,-0.00059,0.00000,0.00000,1.00000,0.00000,
1.90000,-0.00846,-1.81917,0.67789,-0.00055,0.00000,0.00000,1.00000,0.00000,
1.94000,-0.01073,-1.73082,0.71178,-0.00061,0.00000,0.00000,1.00000,0.00000,
2.00000,-0.01207,-1.69351,0.72611,-0.00070,0.00000,0.00000,1.00000,0.00000,
2.04000,-0.01429,-1.64449,0.74501,-0.00086,0.00000,0.00000,1.00000,0.00000,
2.07000,-0.01630,-1.60839,0.75905,-0.00096,0.00000,0.00000,1.00000,0.00000,
2.10000,-0.01862,-1.57299,0.77296,-0.00101,0.00000,0.00000,1.00000,0.00000,
2.14000,-0.02126,-1.53837,0.78674,-0.00095,0.00000,0.00000,1.00000,0.00000,
2.17000,-0.02633,-1.48272,0.80941,-0.00040,0.00000,0.00000,1.00000,0.00000,
2.20000,-0.02857,-1.46127,0.81837,0.00001,0.00000,0.00000,1.00000,0.00000,
2.24000,-0.03210,-1.43006,0.83170,0.00079,0.00000,0.00000,1.00000,0.00000,
2.27000,-0.03705,-1.39043,0.84924,0.00236,0.00000,0.00000,1.00000,0.00000,
2.30000,-0.04457,-1.33562,0.87499,0.00584,0.00000,0.00000,1.00000,0.00000,
2.37000,-0.05040,-1.29454,0.89590,0.00977,0.00000,0.00000,1.00000,0.00000,
2.40000,-0.05524,-1.25783,0.91624,0.01477,0.00000,0.00000,1.00000,0.00000,
2.47000,-0.05674,-1.24437,0.92421,0.01691,0.00000,0.00000,1.00000,0.00000,
2.50000,-0.05903,-1.21378,0.94363,0.02243,0.00000,0.00000,1.00000,0.00000,
2.54000,-0.05915,-1.19746,0.95492,0.02555,0.00000,0.00000,1.00000,0.00000,
2.57000,-0.05754,-1.17795,0.96953,0.02911,0.00000,0.00000,1.00000,0.00000,
2.60000,-0.05483,-1.16492,0.98013,0.03103,0.00000,0.00000,1.00000,0.00000,
2.64000,-0.04300,-1.13937,1.00349,0.03276,0.00000,0.00000,1.00000,0.00000,
2.70000,-0.02655,-1.12233,1.02189,0.03173,0.00000,0.00000,1.00000,0.00000,
2.77000,-0.01252,-1.11318,1.03329,0.03008,0.00000,0.00000,1.00000,0.00000,
2.80000,-0.00467,-1.10923,1.03873,0.02905,0.00000,0.00000,1.00000,0.00000,
2.84000,0.03130,-1.09733,1.05882,0.02385,0.00000,0.00000,1.00000,0.00000,
2.90000,0.04622,-1.09444,1.06571,0.02165,0.00000,0.00000,1.00000,0.00000,
2.94000,0.08257,-1.09102,1.08051,0.01662,0.00000,0.00000,1.00000,0.00000,
3.00000,0.09835,-1.09100,1.08636,0.01447,0.00000,0.00000,1.00000,0.00000,
3.04000,0.11401,-1.09186,1.09193,0.01227,0.00000,0.00000,1.00000,0.00000,
3.07000,0.13436,-1.09436,1.09891,0.00947,0.00000,0.00000,1.00000,0.00000,
3.10000,0.13932,-1.09522,1.10058,0.00882,0.00000,0.00000,1.00000,0.00000,
3.14000,0.18029,-1.10689,1.11433,0.00427,0.00000,0.00000,1.00000,0.00000,
3.20000,0.20296,-1.11784,1.12224,0.00278,0.00000,0.00000,1.00000,0.00000,
3.27000,0.21569,-1.12606,1.12699,0.00221,0.00000,0.00000,1.00000,0.00000,
3.30000,0.22396,-1.13252,1.13029,0.00190,0.00000,0.00000,1.00000,0.00000,
3.34000,0.22886,-1.13689,1.13238,0.00171,0.00000,0.00000,1.00000,0.00000,
3.37000,0.23728,-1.14562,1.13631,0.00124,0.00000,0.00000,1.00000,0.00000,
3.40000,0.24396,-1.15403,1.13991,0.00061,0.00000,0.00000,1.00000,0.00000,
3.44000,0.24669,-1.15801,1.14158,0.00023,0.00000,0.00000,1.00000,0.00000,
3.47000,0.25192,-1.16705,1.14541,-0.00081,0.00000,0.00000,1.00000,0.00000,
3.50000,0.25408,-1.17170,1.14747,-0.00144,0.00000,0.00000,1.00000,0.00000,
3.54000,0.25648,-1.17898,1.15102,-0.00262,0.00000,0.00000,1.00000,0.00000,
3.60000,0.25674,-1.18343,1.15385,-0.00364,0.00000,0.00000,1.00000,0.00000,
3.67000,0.25452,-1.18530,1.15659,-0.00484,0.00000,0.00000,1.00000,0.00000,
3.74000,0.25314,-1.18499,1.15735,-0.00519,0.00000,0.00000,1.00000,0.00000,
3.77000,0.25156,-1.18425,1.15797,-0.00545,0.00000,0.00000,1.00000,0.00000,
3.80000,0.24921,-1.18272,1.15859,-0.00566,0.00000,0.00000,1.00000,0.00000,
3.84000,0.24734,-1.18125,1.15891,-0.00574,0.00000,0.00000,1.00000,0.00000,
3.87000,0.24540,-1.17958,1.15910,-0.00576,0.00000,0.00000,1.00000,0.00000,
3.90000,0.24277,-1.17711,1.15917,-0.00575,0.00000,0.00000,1.00000,0.00000,
3.94000,0.24078,-1.17514,1.15908,-0.00571,0.00000,0.00000,1.00000,0.00000,
3.97000,0.23684,-1.17109,1.15857,-0.00559,0.00000,0.00000,1.00000,0.00000,
4.00000,0.23429,-1.16846,1.15798,-0.00548,0.00000,0.00000,1.00000,0.00000,
4.07000,0.23183,-1.16599,1.15722,-0.00535,0.00000,0.00000,1.00000,0.00000,
4.10000,0.23065,-1.16485,1.15677,-0.00528,0.00000,0.00000,1.00000,0.00000,
4.14000,0.22841,-1.16279,1.15575,-0.00513,0.00000,0.00000,1.00000,0.00000,
4.17000,0.22735,-1.16190,1.15518,-0.00505,0.00000,0.00000,1.00000,0.00000,
4.20000,0.22536,-1.16039,1.15392,-0.00488,0.00000,0.00000,1.00000,0.00000,
4.24000,0.22358,-1.15929,1.15251,-0.00471,0.00000,0.00000,1.00000,0.00000,
4.27000,0.22201,-1.15863,1.15096,-0.00453,0.00000,0.00000,1.00000,0.00000,
4.30000,0.22166,-1.15853,1.15055,-0.00449,0.00000,0.00000,1.00000,0.00000,
4.34000,0.22010,-1.15844,1.14838,-0.00429,0.00000,0.00000,1.00000,0.00000,
4.37000,0.21913,-1.15883,1.14651,-0.00413,0.00000,0.00000,1.00000,0.00000,
4.40000,0.21841,-1.15960,1.14452,-0.00398,0.00000,0.00000,1.00000,0.00000,
4.44000,0.21778,-1.16139,1.14135,-0.00376,0.00000,0.00000,1.00000,0.00000,
4.50000,0.21766,-1.16252,1.13968,-0.00366,0.00000,0.00000,1.00000,0.00000,
4.54000,0.21766,-1.16334,1.13855,-0.00359,0.00000,0.00000,1.00000,0.00000,
4.57000,0.21770,-1.16421,1.13739,-0.00353,0.00000,0.00000,1.00000,0.00000,
4.60000,0.21839,-1.16800,1.13260,-0.00326,0.00000,0.00000,1.00000,0.00000,
4.67000,0.21916,-1.17046,1.12947,-0.00309,0.00000,0.00000,1.00000,0.00000,
4.70000,0.21952,-1.17143,1.12819,-0.00302,0.00000,0.00000,1.00000,0.00000,
4.74000,0.22035,-1.17332,1.12560,-0.00288,0.00000,0.00000,1.00000,0.00000,
4.77000,0.22081,-1.17423,1.12429,-0.00281,0.00000,0.00000,1.00000,0.00000,
4.80000,0.22229,-1.17675,1.12030,-0.00260,0.00000,0.00000,1.00000,0.00000,
4.84000,0.22281,-1.17751,1.11895,-0.00252,0.00000,0.00000,1.00000,0.00000,
4.87000,0.22389,-1.17889,1.11623,-0.00238,0.00000,0.00000,1.00000,0.00000,
4.90000,0.22443,-1.17951,1.11487,-0.00231,0.00000,0.00000,1.00000,0.00000,
4.94000,0.22551,-1.18058,1.11212,-0.00216,0.00000,0.00000,1.00000,0.00000,
4.97000,0.22708,-1.18181,1.10798,-0.00195,0.00000,0.00000,1.00000,0.00000,
5.04000,0.22781,-1.18225,1.10590,-0.00185,0.00000,0.00000,1.00000,0.00000,
5.07000,0.22952,-1.18291,1.10037,-0.00160,0.00000,0.00000,1.00000,0.00000,
5.14000,0.23019,-1.18298,1.09762,-0.00149,0.00000,0.00000,1.00000,0.00000,
5.17000,0.23061,-1.18295,1.09556,-0.00141,0.00000,0.00000,1.00000,0.00000,
5.20000,0.23073,-1.18292,1.09488,-0.00139,0.00000,0.00000,1.00000,0.00000,
5.24000,0.23112,-1.18275,1.09215,-0.00129,0.00000,0.00000,1.00000,0.00000,
5.27000,0.23135,-1.18249,1.08945,-0.00120,0.00000,0.00000,1.00000,0.00000,
5.30000,0.23142,-1.18216,1.08677,-0.00111,0.00000,0.00000,1.00000,0.00000,
5.34000,0.23133,-1.18178,1.08412,-0.00103,0.00000,0.00000,1.00000,0.00000,
5.37000,0.23116,-1.18149,1.08215,-0.00098,0.00000,0.00000,1.00000,0.00000,
5.40000,0.23100,-1.18130,1.08084,-0.00094,0.00000,0.00000,1.00000,0.00000,
5.44000,0.23055,-1.18091,1.07826,-0.00087,0.00000,0.00000,1.00000,0.00000,
5.47000,0.23012,-1.18063,1.07635,-0.00082,0.00000,0.00000,1.00000,0.00000,
5.50000,0.22900,-1.18014,1.07260,-0.00072,0.00000,0.00000,1.00000,0.00000,
5.54000,0.22834,-1.17993,1.07076,-0.00067,0.00000,0.00000,1.00000,0.00000,
5.60000,0.22734,-1.17970,1.06835,-0.00060,0.00000,0.00000,1.00000,0.00000,
5.64000,0.22624,-1.17953,1.06599,-0.00054,0.00000,0.00000,1.00000,0.00000,
5.67000,0.22504,-1.17942,1.06367,-0.00049,0.00000,0.00000,1.00000,0.00000,
5.70000,0.22441,-1.17939,1.06253,-0.00046,0.00000,0.00000,1.00000,0.00000,
5.74000,0.22311,-1.17938,1.06029,-0.00041,0.00000,0.00000,1.00000,0.00000,
5.77000,0.22209,-1.17941,1.05864,-0.00037,0.00000,0.00000,1.00000,0.00000,
5.80000,0.22068,-1.17950,1.05649,-0.00032,0.00000,0.00000,1.00000,0.00000,
5.84000,0.21960,-1.17960,1.05492,-0.00029,0.00000,0.00000,1.00000,0.00000,
5.87000,0.21813,-1.17978,1.05287,-0.00024,0.00000,0.00000,1.00000,0.00000,
5.90000,0.21739,-1.17989,1.05187,-0.00022,0.00000,0.00000,1.00000,0.00000,
5.94000,0.21588,-1.18014,1.04990,-0.00019,0.00000,0.00000,1.00000,0.00000,
5.97000,0.21475,-1.18036,1.04847,-0.00016,0.00000,0.00000,1.00000,0.00000,
6.00000,0.21323,-1.18069,1.04661,-0.00013,0.00000,0.00000,1.00000,0.00000,
6.04000,0.21171,-1.18105,1.04481,-0.00010,0.00000,0.00000,1.00000,0.00000,
6.07000,0.21058,-1.18135,1.04349,-0.00008,0.00000,0.00000,1.00000,0.00000,
6.10000,0.20868,-1.18190,1.04138,-0.00004,0.00000,0.00000,1.00000,0.00000,
6.17000,0.20679,-1.18252,1.03935,-0.00002,0.00000,0.00000,1.00000,0.00000,
6.20000,0.20489,-1.18322,1.03742,0.00001,0.00000,0.00000,1.00000,0.00000,
6.27000,0.20336,-1.18383,1.03594,0.00003,0.00000,0.00000,1.00000,0.00000,
6.30000,0.20104,-1.18485,1.03384,0.00005,0.00000,0.00000,1.00000,0.00000,
6.37000,0.19909,-1.18581,1.03218,0.00007,0.00000,0.00000,1.00000,0.00000,
6.40000,0.19829,-1.18622,1.03154,0.00007,0.00000,0.00000,1.00000,0.00000,
6.44000,0.19669,-1.18709,1.03031,0.00008,0.00000,0.00000,1.00000,0.00000,
6.47000,0.19505,-1.18804,1.02913,0.00009,0.00000,0.00000,1.00000,0.00000,
6.50000,0.19423,-1.18854,1.02856,0.00010,0.00000,0.00000,1.00000,0.00000,
6.54000,0.19126,-1.19044,1.02667,0.00011,0.00000,0.00000,1.00000,0.00000,
6.57000,0.18952,-1.19163,1.02567,0.00012,0.00000,0.00000,1.00000,0.00000,
6.64000,0.18820,-1.19257,1.02495,0.00012,0.00000,0.00000,1.00000,0.00000,
6.67000,0.18640,-1.19390,1.02403,0.00013,0.00000,0.00000,1.00000,0.00000,
6.70000,0.18365,-1.19602,1.02275,0.00013,0.00000,0.00000,1.00000,0.00000,
6.74000,0.18178,-1.19752,1.02195,0.00013,0.00000,0.00000,1.00000,0.00000,
6.77000,0.18083,-1.19829,1.02157,0.00014,0.00000,0.00000,1.00000,0.00000,
6.84000,0.17892,-1.19988,1.02085,0.00014,0.00000,0.00000,1.00000,0.00000,
6.87000,0.17747,-1.20110,1.02033,0.00014,0.00000,0.00000,1.00000,0.00000,
6.90000,0.17552,-1.20278,1.01968,0.00014,0.00000,0.00000,1.00000,0.00000,
6.94000,0.17207,-1.20579,1.01866,0.00014,0.00000,0.00000,1.00000,0.00000,
7.00000,0.16907,-1.20843,1.01787,0.00014,0.00000,0.00000,1.00000,0.00000,
7.07000,0.16605,-1.21110,1.01718,0.00013,0.00000,0.00000,1.00000,0.00000,
7.14000,0.16505,-1.21200,1.01696,0.00013,0.00000,0.00000,1.00000,0.00000,
7.17000,0.16100,-1.21555,1.01620,0.00012,0.00000,0.00000,1.00000,0.00000,
7.24000,0.15947,-1.21687,1.01595,0.00012,0.00000,0.00000,1.00000,0.00000,
7.27000,0.15694,-1.21904,1.01557,0.00012,0.00000,0.00000,1.00000,0.00000,
7.30000,0.15592,-1.21990,1.01544,0.00012,0.00000,0.00000,1.00000,0.00000,
7.34000,0.15237,-1.22285,1.01502,0.00011,0.00000,0.00000,1.00000,0.00000,
7.40000,0.15035,-1.22449,1.01482,0.00010,0.00000,0.00000,1.00000,0.00000,
7.44000,0.14682,-1.22727,1.01453,0.00010,0.00000,0.00000,1.00000,0.00000,
7.50000,0.14431,-1.22919,1.01437,0.00009,0.00000,0.00000,1.00000,0.00000,
7.57000,0.14082,-1.23176,1.01420,0.00008,0.00000,0.00000,1.00000,0.00000,
7.64000,0.13884,-1.23319,1.01414,0.00008,0.00000,0.00000,1.00000,0.00000,
7.67000,0.13688,-1.23457,1.01409,0.00008,0.00000,0.00000,1.00000,0.00000,
7.70000,0.13542,-1.23559,1.01407,0.00007,0.00000,0.00000,1.00000,0.00000,
7.74000,0.13397,-1.23659,1.01405,0.00007,0.00000,0.00000,1.00000,0.00000,
7.77000,0.13253,-1.23757,1.01405,0.00007,0.00000,0.00000,1.00000,0.00000,
7.80000,0.12923,-1.23980,1.01407,0.00006,0.00000,0.00000,1.00000,0.00000,
7.84000,0.12784,-1.24072,1.01409,0.00006,0.00000,0.00000,1.00000,0.00000,
7.90000,0.12510,-1.24253,1.01415,0.00005,0.00000,0.00000,1.00000,0.00000,
7.97000,0.12288,-1.24399,1.01422,0.00005,0.00000,0.00000,1.00000,0.00000,
8.00000,0.12200,-1.24457,1.01425,0.00005,0.00000,0.00000,1.00000,0.00000,
8.04000,0.12027,-1.24570,1.01432,0.00005,0.00000,0.00000,1.00000,0.00000,
8.07000,0.11900,-1.24653,1.01438,0.00004,0.00000,0.00000,1.00000,0.00000,
8.10000,0.11611,-1.24842,1.01453,0.00004,0.00000,0.00000,1.00000,0.00000,
8.14000,0.11451,-1.24946,1.01462,0.00004,0.00000,0.00000,1.00000,0.00000,
8.20000,0.11372,-1.24998,1.01467,0.00004,0.00000,0.00000,1.00000,0.00000,
8.24000,0.11218,-1.25099,1.01477,0.00003,0.00000,0.00000,1.00000,0.00000,
8.27000,0.11105,-1.25173,1.01485,0.00003,0.00000,0.00000,1.00000,0.00000,
8.30000,0.11068,-1.25197,1.01488,0.00003,0.00000,0.00000,1.00000,0.00000,
8.34000,0.10850,-1.25340,1.01504,0.00003,0.00000,0.00000,1.00000,0.00000,
8.37000,0.10574,-1.25520,1.01526,0.00003,0.00000,0.00000,1.00000,0.00000,
8.44000,0.10540,-1.25542,1.01529,0.00003,0.00000,0.00000,1.00000,0.00000,
8.47000,0.10409,-1.25627,1.01541,0.00002,0.00000,0.00000,1.00000,0.00000,
8.50000,0.10281,-1.25710,1.01552,0.00002,0.00000,0.00000,1.00000,0.00000,
8.54000,0.10188,-1.25770,1.01560,0.00002,0.00000,0.00000,1.00000,0.00000,
8.57000,0.10067,-1.25848,1.01572,0.00002,0.00000,0.00000,1.00000,0.00000,
8.60000,0.09978,-1.25905,1.01580,0.00002,0.00000,0.00000,1.00000,0.00000,
8.64000,0.09891,-1.25960,1.01588,0.00001,0.00000,0.00000,1.00000,0.00000,
8.67000,0.09835,-1.25996,1.01593,0.00001,0.00000,0.00000,1.00000,0.00000,
8.70000,0.09724,-1.26066,1.01604,0.00001,0.00000,0.00000,1.00000,0.00000,
8.74000,0.09643,-1.26117,1.01611,0.00001,0.00000,0.00000,1.00000,0.00000,
8.77000,0.09511,-1.26199,1.01624,0.00001,0.00000,0.00000,1.00000,0.00000,
8.80000,0.09435,-1.26246,1.01631,0.00001,0.00000,0.00000,1.00000,0.00000,
8.84000,0.09361,-1.26291,1.01638,0.00001,0.00000,0.00000,1.00000,0.00000,
8.87000,0.09193,-1.26393,1.01653,0.00001,0.00000,0.00000,1.00000,0.00000,
8.94000,0.09035,-1.26487,1.01666,0.00000,0.00000,0.00000,1.00000,0.00000,
9.00000,0.08992,-1.26513,1.01669,0.00000,0.00000,0.00000,1.00000,0.00000,
9.04000,0.08928,-1.26551,1.01674,0.00000,0.00000,0.00000,1.00000,0.00000,
9.07000,0.08824,-1.26610,1.01682,0.00000,0.00000,0.00000,1.00000,0.00000,
9.10000,0.08764,-1.26645,1.01686,0.00000,0.00000,0.00000,1.00000,0.00000,
9.14000,0.08725,-1.26667,1.01688,0.00000,0.00000,0.00000,1.00000,0.00000,
9.17000,0.08649,-1.26709,1.01693,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.20000,0.08575,-1.26750,1.01697,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.24000,0.08452,-1.26815,1.01702,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.30000,0.08418,-1.26833,1.01703,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.34000,0.08353,-1.26866,1.01705,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.37000,0.08290,-1.26897,1.01706,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.40000,0.08244,-1.26919,1.01707,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.44000,0.08214,-1.26933,1.01707,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.47000,0.08156,-1.26960,1.01707,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.50000,0.08115,-1.26978,1.01706,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.54000,0.08087,-1.26990,1.01705,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.57000,0.08009,-1.27021,1.01702,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.60000,0.07972,-1.27035,1.01700,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.64000,0.07948,-1.27044,1.01699,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.67000,0.07890,-1.27063,1.01694,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.70000,0.07834,-1.27079,1.01689,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.77000,0.07782,-1.27092,1.01683,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.80000,0.07762,-1.27097,1.01680,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.84000,0.07687,-1.27109,1.01667,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.90000,0.07643,-1.27113,1.01658,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.97000,0.07603,-1.27114,1.01648,-0.00000,0.00000,0.00000,1.00000,0.00000,
10.00000,0.07587,-1.27114,1.01644,-0.00000,0.00000,0.00000,1.00000,0.00000,
10.04000,0.07557,-1.27112,1.01635,-0.00000,0.00000,0.00000,1.00000,0.00000,
10.07000,0.07509,-1.27105,1.01619,-0.00001,0.00000,-0.00000,1.00000,0.00000,
10.14000,0.07496,-1.27102,1.01614,-0.00001,0.00000,-0.00000,1.00000,0.00000,
10.17000,0.07465,-1.27093,1.01601,-0.00001,0.00000,-0.00001,1.00000,0.00000,
10.20000,0.07453,-1.27089,1.01595,-0.00001,0.00000,-0.00003,1.00000,0.00000,
10.24000,0.07436,-1.27082,1.01587,-0.00001,0.00000,-0.00006,1.00000,0.00000,
10.27000,0.07410,-1.27069,1.01573,-0.00001,0.00000,-0.00009,1.00000,0.00000,
10.30000,0.07386,-1.27054,1.01558,-0.00001,0.00000,-0.00016,1.00000,0.00000,
10.37000,0.07352,-1.27028,1.01534,-0.00001,0.00000,-0.00031,1.00000,0.00000,
